artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
James Tissot,1885,genre painting,1490,2269,657190,wikiart,Realism,The Artist's Ladies,train_and_test,TRUE,19942.jpg
Michelangelo,c.1508,sketch and study,1568,2156,1130660,wikiart,High Renaissance,Study for an ignudo,train_and_test,TRUE,91302.jpg
Albrecht Durer,,sketch and study,1576,2145,383536,wikiart,Northern Renaissance,Madonna and Child with bagpipers,train_and_test,TRUE,12110.jpg
Nikolai Ge,1876,portrait,1576,2145,97748,wikiart,Realism,Portrait of Alexei Antipowitsch Potechin,train_and_test,TRUE,75573.jpg
Jean-Francois Millet,c.1861,genre painting,1576,2145,292332,wikiart,Realism,Laundress,train_and_test,TRUE,65676.jpg
Gustav Klimt,1907,portrait,1838,1838,1428690,wikipedia,Art Nouveau (Modern),Portrait of Adele Bloch-Bauer I,train_and_test,TRUE,82415.jpg
Limbourg brothers,1416,illustration,1500,2252,695012,wikiart,International Gothic,The Holy Sacrament [of the Eucharist],train_and_test,TRUE,39371.jpg
Nicolae Grigorescu,,portrait,1576,2143,369575,wikiart,Impressionism,Portrait of a Girl,train_and_test,TRUE,39001.jpg
Joachim Patinir,c.1520,landscape,2024,1668,260294,wikiart,Northern Renaissance,Landscape with St. Jerome,train_only,TRUE,101276.jpg
Jean-Michel Basquiat,1983,abstract,2114,1596,789379,wikiart,Neo-Expressionism,Titian,train_and_test,TRUE,1893.jpg
William-Adolphe Bouguereau,1892,mythological painting,1420,2376,310460,wikiart,Realism,Psyche,train_and_test,TRUE,4303.jpg
Jacob Jordaens,1635,genre painting,2312,1459,893892,wikiart,Baroque,Hunter with his dogs,train_and_test,TRUE,66327.jpg
Pietro Perugino,1483,religious painting,2344,1439,617579,wikiart,Early Renaissance,Journey of Moses and circumcision of her second child,train_and_test,TRUE,35440.jpg
Jean-Michel Basquiat,1982,figurative,1606,2100,736075,wikiart,Neo-Expressionism,Jackson,train_and_test,TRUE,48722.jpg
Max Beckmann,1938,self-portrait,1724,1956,445534,wikiart,Expressionism,Self-Portrait with Trumpet,train_and_test,TRUE,78003.jpg
Ferdinand Hodler,1900,symbolic painting,1405,2399,295976,wikiart,Art Nouveau (Modern),Emotion ,train_and_test,TRUE,63033.jpg
Koloman Moser,1906,design,1812,1860,1648567,wikiart,Art Nouveau (Modern),Exlibris for Otto Zuckerkandl,train_and_test,TRUE,42092.jpg
Rene Magritte,1927,symbolic painting,2106,1600,552568,wikiart,Surrealism,The menaced assassin,train_and_test,TRUE,75579.jpg
Helene Schjerfbeck,1882,genre painting,1984,1698,506225,wikipedia,Realism,Dancing Shoes,train_and_test,TRUE,68361.jpg
Jean-Michel Basquiat,1983,abstract,2129,1582,704295,wikiart,Neo-Expressionism,Skin Head Wig  ,train_and_test,TRUE,29093.jpg
Salvador Dali,1933,landscape,2105,1600,2137232,wikiart,Surrealism,The Phantom Wagon,train_and_test,TRUE,39588.jpg
Salvador Dali,1931,symbolic painting,2105,1600,1610229,wikiart,Surrealism,The Persistence of Memory,train_and_test,TRUE,35989.jpg
Paul Cezanne,1882,landscape,2024,1664,492004,wikiart,Post-Impressionism,A Turn in the Road,train_and_test,TRUE,55620.jpg
William Hogarth,1746,religious painting,2024,1664,171338,wikiart,Rococo,Moses Brought Before Pharaoh's Daughter,train_and_test,TRUE,34682.jpg
William Hogarth,1735,genre painting,2024,1664,248591,wikiart,Rococo,The Madhouse,train_and_test,TRUE,101296.jpg
Claude Monet,1874,landscape,2000,1683,617807,wikiart,Impressionism,The Seine near Argenteuil,train_and_test,TRUE,11535.jpg
John Everett Millais,,portrait,1683,2000,709540,wikiart,Realism,"Portrait of Mrs William Evamy, The Artists Aunt",train_and_test,TRUE,12189.jpg
August Macke,,genre painting,2024,1663,273724,wikiart,Fauvism,Donkey Rider,train_and_test,TRUE,65826.jpg
Jean-Michel Basquiat,1983,figurative,2114,1592,849001,wikiart,Neo-Expressionism,Leeches,train_and_test,TRUE,39633.jpg
Gustave Dore,,genre painting,1643,2048,1497358,wikiart,Romanticism,Amateur From Garden,train_and_test,TRUE,101527.jpg
Salvador Dali,1931,landscape,2103,1600,1671941,wikiart,Surrealism,Woman Sleeping in a Landscape,train_and_test,TRUE,34316.jpg
Claude Monet,1880,landscape,2000,1682,946599,wikipedia,Impressionism,Road of La Roche-Guyon,train_and_test,TRUE,93790.jpg
Vincent van Gogh,1888,portrait,2024,1662,1296386,wikiart,Post-Impressionism,Portrait of Madame Augustine Roulin ,train_and_test,TRUE,94417.jpg
Vincent van Gogh,1887,cityscape,2024,1662,904270,wikipedia,Post-Impressionism,Boulevard de Clichy ,train_and_test,TRUE,43885.jpg
Vasily Vereshchagin,1871,battle painting,2402,1400,822049,wikiart,Realism,At the Fortress Walls. Let them Enter,train_and_test,TRUE,57698.jpg
Masaccio,c.1426,religious painting,1625,2069,3615187,wikiart,Early Renaissance,Crucifixion,train_only,TRUE,72016.jpg
James Tissot,c.1879,genre painting,1180,2849,384433,wikiart,Realism,Going to Business,train_and_test,TRUE,18767.jpg
Henri de Toulouse-Lautrec,c.1890,genre painting,1576,2133,373302,wikiart,Art Nouveau (Modern),In Moulin Rouge,train_and_test,TRUE,44472.jpg
Richard Diebenkorn,,portrait,1865,1802,443234,wikiart,Expressionism,Seated Woman,train_and_test,TRUE,43790.jpg
Nicolae Grigorescu,,portrait,1576,2132,304909,wikiart,Realism,Head of a Young Farmer,train_and_test,TRUE,67746.jpg
William Hogarth,1735,genre painting,2024,1660,248742,wikiart,Rococo,The arrest for theft,train_and_test,TRUE,94061.jpg
Alexandre Jacovleff,1927,genre painting,1591,2111,838162,wikiart,Expressionism,Dessins Et Peintures D'afrique Executés Au Cours De L'expédition Citroën Centre Afrique ,train_only,TRUE,31571.jpg
Frantisek Kupka,1925,abstract,1521,2208,1198411,wikiart,Orphism,Diagonal Planes,train_and_test,TRUE,29819.jpg
Childe Hassam,,genre painting,2128,1578,330701,wikiart,Impressionism,Grand Prix Day (also known as Le Jour de Grand Prix),train_and_test,TRUE,21422.jpg
French Novels and Rose,c.1888,still life,2024,1659,1308055,wikiart,Post-Impressionism,Still Life,train_and_test,TRUE,83814.jpg
Mykola Yaroshenko,1890,genre painting,1576,2130,168693,wikiart,Realism,In the warm land,train_only,TRUE,76180.jpg
Adriaen Brouwer,c.1635,genre painting,1576,2130,188322,wikiart,Baroque,Smallholders playing dice,train_and_test,TRUE,55627.jpg
Camille Corot,1870,portrait,1576,2130,307181,wikiart,Realism,Woman with Daisies,train_and_test,TRUE,102294.jpg
Jean Auguste Dominique Ingres,1812,mythological painting,2560,1311,399945,wikiart,Neoclassicism,Romulus' Victory over Acron,train_and_test,TRUE,77571.jpg
Claude Monet,1876,landscape,1931,1738,467276,wikiart,Impressionism,The Pond at Montgeron,train_and_test,TRUE,17819.jpg
Mario Tozzi,1974,portrait,1595,2104,2101539,wikiart,,Testina,train_and_test,TRUE,47737.jpg
John Constable,1815,genre painting,2024,1657,480693,wikiart,Romanticism,Boat Building,train_and_test,TRUE,89625.jpg
Salvador Dali,c.1934,landscape,2096,1600,1575100,wikiart,Surrealism,Figure and Drapery in a Landscape,train_and_test,TRUE,92753.jpg
Pierre-Paul Prud'hon,1800,nude painting (nu),1478,2269,294788,wikiart,Neoclassicism,Drawing of Female Nude with charcoal and chalk,train_and_test,TRUE,66812.jpg
Max Weber,1950,still life,2048,1637,763300,wikiart,Expressionism,Still Life with Apples,train_and_test,TRUE,26891.jpg
Hieronymus Bosch,,religious painting,1637,2048,535762,wikiart,Northern Renaissance,"The Carrying of the Cross,  Christ and St. Veronica",train_and_test,TRUE,38261.jpg
Claude Monet,1905,flower painting,2000,1676,976451,wikiart,Impressionism,Water Lily Pond and Bridge,train_and_test,TRUE,81492.jpg
John Constable,1817,landscape,2024,1656,418629,wikiart,Romanticism,Flatford Mill,train_and_test,TRUE,44834.jpg
Jean-Francois Millet,,religious painting,2136,1569,792522,wikiart,Realism,The Temptation of St. Anthony,train_and_test,TRUE,47543.jpg
Mario Tozzi,1963,symbolic painting,1447,2316,1707002,wikiart,,L'Arciere,train_and_test,TRUE,90816.jpg
Francis Picabia,1913,figurative,1535,2183,404389,wikiart,Cubism,Ballerina on an Ocean Liner,train_and_test,TRUE,65592.jpg
Vincent van Gogh,1887,flower painting,1658,2021,605667,wikiart,Post-Impressionism,Fritillaries in a Copper Vase,train_and_test,TRUE,6193.jpg
Fernand Leger,1913,landscape,2076,1614,1026594,wikiart,Cubism,The House in the trees,train_and_test,TRUE,68706.jpg
Salvador Dali,1963,mythological painting,2094,1600,2073956,wikiart,Surrealism,Hercules Lifts the Skin of the Sea and Stops Venus for an Instant from Waking Love,train_and_test,TRUE,31701.jpg
Theodor Severin Kittelsen,1890,illustration,1980,1692,951267,wikiart,Neo-Romanticism,Peer Gynt 10,train_and_test,TRUE,60534.jpg
Albrecht Durer,,religious painting,1576,2125,472864,wikiart,Northern Renaissance,Apostle,train_and_test,TRUE,43980.jpg
David Kakabadze,1923,abstract,2032,1648,985373,wikiart,Abstract Art,composition,train_only,TRUE,72296.jpg
Theophile Steinlen,1889,sketch and study,2200,1522,815528,wikiart,Art Nouveau (Modern),Les Cyclistes  ,train_and_test,TRUE,45319.jpg
Vincent van Gogh,1889,self-portrait,1604,2087,984055,wikiart,Post-Impressionism,Self Portrait with Pallette,train_and_test,TRUE,45988.jpg
Claude Monet,1879,landscape,2043,1638,1411204,wikiart,Impressionism,"Vetheuil, Paysage",train_and_test,TRUE,93897.jpg
Kimon Loghi,,landscape,1650,2028,1953391,wikiart,Symbolism,Summer,train_and_test,TRUE,42611.jpg
Pablo Picasso,1899,genre painting,1436,2330,377425,wikiart,Impressionism,Portrait of Josep Cardona,train_and_test,TRUE,26918.jpg
Albrecht Durer,,portrait,1576,2123,649949,wikipedia,Northern Renaissance,Portrait of a Man ,train_and_test,TRUE,98292.jpg
Albrecht Durer,,sketch and study,1576,2123,401188,wikiart,Northern Renaissance,Rest on the Flight,train_and_test,TRUE,32803.jpg
Jean-Michel Basquiat,1983,figurative,2112,1584,477565,wikiart,Neo-Expressionism,Large Body of Water,train_and_test,TRUE,82154.jpg
Jean-Michel Basquiat,1983,figurative,2106,1588,842909,wikiart,Neo-Expressionism,Napoleon Stereotype as Portrayed,train_and_test,TRUE,10978.jpg
Jean-Michel Basquiat,1983,abstract,2118,1579,566158,wikiart,Neo-Expressionism,Roast ,train_and_test,TRUE,22398.jpg
Agnolo Bronzino,1543,portrait,1576,2122,303070,wikiart,Mannerism (Late Renaissance),Eleonora da Toledo,train_and_test,TRUE,67722.jpg
Jean Auguste Dominique Ingres,,portrait,1620,2064,555729,wikiart,Neoclassicism,Dr. Thomas Church,train_and_test,TRUE,98433.jpg
Abidin Dino,,figurative,1622,2061,96813,wikiart,Expressionism,Hand,train_and_test,TRUE,98449.jpg
Albrecht Durer,,portrait,1576,2121,401376,wikiart,Northern Renaissance,Portrait of Cardinal Albrecht of Brandenburg ,train_and_test,TRUE,56833.jpg
Claude Monet,1875,landscape,2000,1671,1016836,wikiart,Impressionism,Argenteuil. Yachts 02,train_and_test,TRUE,14364.jpg
Tintoretto,1566,religious painting,1576,2120,322934,wikiart,Mannerism (Late Renaissance),Recovery of the corpse of St. Mark,train_and_test,TRUE,74099.jpg
Erte,,design,1520,2198,266317,wikiart,Art Deco,Diva II,train_and_test,TRUE,86203.jpg
Paula Modersohn-Becker,1907,portrait,1256,2660,389996,wikiart,Expressionism,The painter with camellia branch (Self Portrait),train_and_test,TRUE,59395.jpg
Salvador Dali,1938,landscape,2088,1600,1853894,wikiart,Surrealism,Apparition of Face and Fruit Dish on a Beach,train_and_test,TRUE,16340.jpg
Annibale Carracci,1597,mythological painting,2668,1252,3055987,wikiart,Baroque,Perseus and Phineas,train_only,TRUE,97914.jpg
Childe Hassam,,landscape,2169,1540,219215,wikiart,Impressionism,Mount Hood and the Valley of the Willamette,train_and_test,TRUE,59714.jpg
Cornelis Springer,1889,cityscape,1670,2000,1128919,wikiart,Romanticism,Figures in the Sunlit Streets of a Dutch Town,train_and_test,TRUE,98860.jpg
Theo van Rysselberghe,,portrait,1675,1994,1717092,wikiart,Impressionism,Portrait of a Lady with a Fan,train_and_test,TRUE,7252.jpg
Carl Spitzweg,1841,genre painting,2024,1650,741060,wikiart,Biedermeier,Sunday Stroll ,train_and_test,TRUE,74610.jpg
Tintoretto,,religious painting,1576,2119,321583,wikiart,Mannerism (Late Renaissance),Deposition,train_and_test,TRUE,69173.jpg
Jean-Michel Basquiat,1983,figurative,2127,1570,868585,wikiart,Neo-Expressionism,Undiscovered Genius ,train_and_test,TRUE,82373.jpg
Hans Baldung,1510,religious painting,1576,2118,382120,wikiart,Northern Renaissance,Nativity,train_and_test,TRUE,32834.jpg
Jan Steen,,genre painting,1576,2118,283523,wikiart,Baroque,Arrival of a Visitor,train_and_test,TRUE,85315.jpg
Pavel Fedotov,1847,genre painting,2024,1649,203618,wikipedia,Realism,Difficult Bride,train_and_test,TRUE,51905.jpg
Jean-Michel Basquiat,1983,abstract,2115,1578,742563,wikiart,Neo-Expressionism,Snakeman,train_and_test,TRUE,25664.jpg
Felix Vallotton ,1915,still life,1650,2022,1894698,wikiart,Magic Realism,Jug with yellow daffodils,train_and_test,TRUE,68968.jpg
Vladimir Borovikovsky,,portrait,1668,2000,847586,wikiart,Rococo,Catherine Gavrilovna Gagarina,train_and_test,TRUE,51980.jpg
Carl Spitzweg,1860,genre painting,2024,1648,368184,wikiart,Biedermeier,Backstage,train_and_test,TRUE,37306.jpg
Gustave Moreau,c.1885,allegorical painting,1447,2305,361476,wikiart,Symbolism,Voices of Evening,train_and_test,TRUE,91640.jpg
Pieter Claesz,1647,still life,2100,1588,1279523,wikiart,Baroque,"Still Life with Herring, Wine and Bread",train_and_test,TRUE,36954.jpg
Neil Welliver,1967,portrait,1685,1979,598381,wikiart,Contemporary Realism,Red Slips,train_only,TRUE,45712.jpg
John William Godward,1909,portrait,1654,2016,1622325,wikiart,Neoclassicism,A Grecian Lovely,train_and_test,TRUE,41346.jpg
Salvador Dali,1945,literary painting,2084,1600,2142773,wikiart,Surrealism,Don Quixote and the Windmills,train_and_test,TRUE,77699.jpg
Richard Diebenkorn,,interior,1668,1999,279955,wikiart,Expressionism,Window,train_and_test,TRUE,53188.jpg
Francis Picabia,1915,figurative,1577,2114,309216,wikiart,Dada,Very Rare Picture of Earth,train_and_test,TRUE,79545.jpg
Albrecht Durer,,religious painting,1576,2114,491062,wikiart,Northern Renaissance,St. Margaret,train_and_test,TRUE,15311.jpg
Giorgione,1510,mythological painting,1576,2114,355079,wikiart,High Renaissance,Ceres,train_only,TRUE,73571.jpg
Vincent van Gogh,1884,genre painting,2215,1504,1086252,wikiart,Realism,Weaver,train_and_test,TRUE,64102.jpg
Lorenzo Lotto,1508,religious painting,1256,2652,307041,wikiart,High Renaissance,"Altar of Recanati polyptych, main board: Madonna Enthroned with the Christ child, three angels, St. Dominic, St. Gregory and St. Urban",train_and_test,TRUE,91568.jpg
Francisco Goya,1819,portrait,1620,2056,4249010,wikiart,Romanticism,El Lazarillo de Tormes,train_and_test,TRUE,24135.jpg
Erte,,design,1496,2226,256045,wikiart,Art Deco,Nocturne,train_and_test,TRUE,44783.jpg
Carlo Crivelli,1477,religious painting,1000,3330,351640,wikiart,Early Renaissance,Archangel Michael,train_and_test,TRUE,80308.jpg
Arnold Böcklin,c.1889,portrait,1463,2276,1997802,wikiart,Symbolism,Gottfried Keller,train_and_test,TRUE,75257.jpg
Jean-Baptiste-Simeon Chardin,c.1750,still life,2024,1645,292944,wikiart,Rococo,The Silver Beaker,train_and_test,TRUE,102183.jpg
Carlo Crivelli,1473,religious painting,1256,2650,355892,wikiart,Early Renaissance,Enthroned Madonna,train_and_test,TRUE,53909.jpg
Gustave Moreau,1850,self-portrait,1611,2066,332436,wikiart,Romanticism,Self-portrait,train_and_test,TRUE,39059.jpg
Norman Rockwell,1947,genre painting,1679,1982,484637,wikiart,Regionalism,Boy in a Dining Car,train_and_test,TRUE,37168.jpg
Joachim Patinir,1524,religious painting,2024,1644,319180,wikiart,Northern Renaissance,The Rest of the Flight into Egypt,train_only,TRUE,80032.jpg
Marcel Duchamp,1910,nude painting (nu),1566,2124,445336,wikiart,Fauvism,Nude with black stockings,train_only,TRUE,44046.jpg
Erte,,design,1683,1976,248905,wikiart,Art Deco,Rigoletto,train_and_test,TRUE,139.jpg
Shitao,1691,landscape,2594,1282,1211750,wikiart,Ink and wash painting,I went through all the fabulous mountains and I fixed the sketch,train_and_test,TRUE,58937.jpg
Paul Cezanne,1885,landscape,2024,1643,394241,wikiart,Post-Impressionism,Chestnut Tree and Farm,train_and_test,TRUE,22718.jpg
Vincent van Gogh,1884,genre painting,2077,1601,397847,wikiart,Realism,Weaver,train_and_test,TRUE,64908.jpg
Natori Shunsen,1952,yakusha-e,1506,2208,3128320,wikiart,Shin-hanga,Ichikawa Danshiro as Sanbasô Dancer in Blue Kimono,train_and_test,TRUE,24734.jpg
Pierre-Auguste Renoir,1885,genre painting,1398,2378,326552,wikiart,Impressionism,Girl with a Hoop,train_and_test,TRUE,89728.jpg
Joseph Wright,c.1780,portrait,1668,1993,376705,wikiart,Romanticism,Self-Portrait,train_and_test,TRUE,75939.jpg
Winslow Homer,,landscape,2200,1511,8419212,wikiart,Realism,The coming storm,train_and_test,TRUE,8191.jpg
Jean-Leon Gerome,1855,genre painting,2022,1644,2937940,wikipedia,Academicism,Funeral Wake,train_and_test,TRUE,27117.jpg
Albrecht Durer,,sketch and study,1576,2109,525349,wikiart,Northern Renaissance,"Studies on a great ""picture of Mary""   Head of a Young Girl",train_and_test,TRUE,12130.jpg
Erte,,design,1493,2226,257211,wikiart,Art Deco,Willow Tree,train_and_test,TRUE,87147.jpg
John Constable,1811,landscape,2024,1642,289125,wikiart,Romanticism,Boats on the Stour,train_and_test,TRUE,76299.jpg
Gustave Courbet,1849,genre painting,2024,1642,439352,wikiart,Realism,The Stone Breaker,train_and_test,TRUE,93459.jpg
Henri Matisse,1928,nude painting (nu),1997,1664,590907,wikiart,Orientalism,Odalisques,train_and_test,TRUE,25797.jpg
William Blake,1795,religious painting,2024,1641,327831,wikiart,Symbolism,And Elohim created Adam,train_and_test,TRUE,70060.jpg
Paul Cezanne,1895,still life,2024,1641,341384,wikiart,Post-Impressionism,Apples and Biscuits,train_and_test,TRUE,86074.jpg
Pierre-Paul Prud'hon,c.1800,allegorical painting,1949,1704,308078,wikiart,Neoclassicism,"Arts, Wealth, Pleasure and Philosophy",train_and_test,TRUE,95841.jpg
Konstantinos Parthenis,c.1933,symbolic painting,1731,1918,930420,wikiart,Cubism,The Night Responds to My Complaints,train_only,TRUE,24240.jpg
Claude Monet,,landscape,1918,1731,2777884,wikiart,Impressionism,NOT DETECTED,train_and_test,TRUE,89671.jpg
Antoine Watteau,c.1717,pastorale,2024,1640,267933,wikiart,Rococo,A Love Festival,train_and_test,TRUE,81149.jpg
Matthias Grünewald,c.1500,religious painting,1687,1967,1819738,wikiart,Northern Renaissance,Saint Agnes of Rome (Coburg Panel),train_and_test,TRUE,69714.jpg
Henri-Edmond Cross,1890,genre painting,2000,1659,841720,wikiart,Impressionism,Women Tying the Vine,train_and_test,TRUE,60196.jpg
Matthias Grünewald,,religious painting,1576,2105,306373,wikiart,Northern Renaissance,Nativity (detail from the cental right Crucifixion panel of the Isenheim Altarpiece),train_and_test,TRUE,67741.jpg
Pierre Bonnard,1912,genre painting,2240,1481,585384,wikiart,Post-Impressionism,La Place Clichy,train_and_test,TRUE,14585.jpg
Pietro Perugino,1495,religious painting,1696,1956,370877,wikiart,High Renaissance,The Mourning of the Dead Christ (Deposition),train_and_test,TRUE,36169.jpg
Jean-Michel Basquiat,1983,figurative,2098,1581,484517,wikiart,Neo-Expressionism,King Alphonso,train_and_test,TRUE,37714.jpg
Richard Diebenkorn,,cityscape,1645,2016,365462,wikiart,Expressionism,Ingleside ,train_and_test,TRUE,75800.jpg
Grant Wood,1930,portrait,1654,2005,809834,wikiart,Regionalism,Arnold Comes of Age,train_only,TRUE,24856.jpg
William-Adolphe Bouguereau,1886,self-portrait,1658,2000,732936,wikiart,Realism,Self-Portrait Presented To M. Sage,train_and_test,TRUE,84902.jpg
Pierre Bonnard,1895,genre painting,1946,1704,497863,wikiart,Post-Impressionism,At the Fence,train_and_test,TRUE,97460.jpg
Luca Signorelli,c.1512,religious painting,1812,1830,2202700,wikiart,High Renaissance,"Virgin and Child with Sts Michael, Vincent of Saragozza, Margaret of Cortona and Mark",train_and_test,TRUE,67277.jpg
Theodore Gericault,c.1820,illustration,1576,2104,420648,wikiart,Romanticism,The Page Mazeppa,train_and_test,TRUE,35125.jpg
Pierre-Paul Prud'hon,1786,allegorical painting,1412,2348,244822,wikiart,Neoclassicism,The Glorification of the government of Burgundy,train_and_test,TRUE,41366.jpg
Eugene Delacroix,1857,genre painting,2024,1638,388360,wikiart,Romanticism,The Moroccan and his Horse,train_and_test,TRUE,61182.jpg
George Stubbs,1793,genre painting,2024,1638,218547,wikiart,Romanticism,Prince of Wales Phaeton ,train_and_test,TRUE,65129.jpg
Salvador Dali,1950,sketch and study,2072,1600,1230997,wikiart,Surrealism,Christ in Perspective,train_and_test,TRUE,97768.jpg
John Ruskin,1889,marina,2108,1572,2602255,wikiart,Romanticism,Seascale ,train_and_test,TRUE,87487.jpg
Salvador Dali,1959,landscape,2071,1600,1237346,wikiart,Surrealism,Port Lligat at Sunset,train_and_test,TRUE,83680.jpg
Gustave Caillebotte,1884,landscape,2018,1642,813106,wikiart,Impressionism,The Yellow Fields at Gennevilliers,train_and_test,TRUE,31881.jpg
Fernand Leger,1920,portrait,1596,2076,681719,wikiart,Cubism,Woman with flower portrait study,train_and_test,TRUE,62633.jpg
Vincent van Gogh,c.1881,genre painting,1348,2457,960374,wikiart,Realism,French Peasant Woman Suckling Her Baby after Dalou,train_and_test,TRUE,86007.jpg
Jacopo Bassano,1580,religious painting,1656,2000,2557994,wikiart,Mannerism (Late Renaissance),Mater Dolorosa,train_only,TRUE,75108.jpg
Carlo Crivelli,1477,religious painting,1000,3312,288623,wikiart,Early Renaissance,Saint Jerome,train_and_test,TRUE,30234.jpg
Moise Kisling,,self-portrait,1590,2083,204614,wikiart,Post-Impressionism,Self-portrait with his wife Renee and dog Kouski,train_and_test,TRUE,79625.jpg
Moise Kisling,1914,portrait,1590,2083,218122,wikiart,Post-Impressionism,Portrait of Adolphe Basler,train_and_test,TRUE,429.jpg
Moise Kisling,,portrait,1590,2083,189963,wikiart,Post-Impressionism,not identified,train_and_test,TRUE,692.jpg
Georges Braque,1949,still life,1546,2142,254740,wikiart,Expressionism,The Studio (I),train_and_test,TRUE,72956.jpg
Albrecht Durer,,portrait,1576,2101,548822,wikiart,Northern Renaissance,Portrait of Margaret of Brandenburg Ansbach ,train_and_test,TRUE,2293.jpg
Vladimir Borovikovsky,1801,portrait,1655,2000,675950,wikiart,Rococo,Portrait of Alexander Semenovitsch Chvostov,train_and_test,TRUE,17785.jpg
Jan Steen,1655,genre painting,1670,1982,2555200,wikiart,Baroque,Burgher of Delft and his Daughter,train_and_test,TRUE,90178.jpg
Gustave Moreau,1876,religious painting,1526,2169,753938,wikiart,Symbolism,Salome Dancing before Herod,train_and_test,TRUE,101890.jpg
David Burliuk,1933,flower painting,1569,2109,801925,wikiart,Realism,Still life with roses and fruits,train_and_test,TRUE,67390.jpg
Max Ernst,1926,symbolic painting,1468,2254,372879,wikiart,Surrealism,"The Virgin Spanking the Christ Child before Three Witnesses: Andre Breton, Paul Eluard, and the Painter",train_and_test,TRUE,86090.jpg
Henri Matisse,1912,interior,1397,2368,657586,wikiart,Fauvism,Dance,train_and_test,TRUE,35207.jpg
Gentile da Fabriano,1420,religious painting,1456,2272,1384238,wikiart,International Gothic,Enthroned Madonna with angels,train_and_test,TRUE,14084.jpg
Albrecht Durer,,religious painting,1576,2099,633085,wikiart,Northern Renaissance,"Holy Family, crowned by two angels",train_and_test,TRUE,57294.jpg
Jean-Michel Basquiat,1983,figurative,2091,1582,786755,wikiart,Neo-Expressionism,King Brand,train_and_test,TRUE,27340.jpg
Pierre-Paul Prud'hon,,mythological painting,1452,2278,253797,wikiart,Romanticism,Bathing Venus,train_and_test,TRUE,34996.jpg
Manuel Rodriguez de Guzman,,genre painting,2209,1497,471859,wikiart,Costumbrismo,Derribo del picador,train_only,TRUE,34788.jpg
Vladimir Borovikovsky,1800,portrait,1653,2000,1606133,wikiart,Rococo,Portrait of Grand Duchess Maria Pavlovna,train_and_test,TRUE,57710.jpg
Claude Monet,1882,landscape,2000,1653,959157,wikiart,Impressionism,Cliff at Grainval,train_and_test,TRUE,36972.jpg
Claude Monet,1881,landscape,1995,1657,420292,wikiart,Impressionism,"Vetheuil, Prairie Inondee",train_and_test,TRUE,54081.jpg
Richard Diebenkorn,,abstract,1651,2002,326476,wikiart,Abstract Expressionism,Untitled (Albuquerque),train_and_test,TRUE,100368.jpg
Frans Hals,c.1625,portrait,1804,1832,2929273,wikiart,Baroque,Laughing boy,train_and_test,TRUE,62687.jpg
Camille Corot,c.1866,landscape,1576,2097,379202,wikiart,Realism,The Church at Marissel,train_and_test,TRUE,20627.jpg
Jean-Leon Gerome,1858,sketch and study,1513,2184,3768193,wikiart,Academicism,Old Woman with a Pipe (sketch),train_and_test,TRUE,79905.jpg
Franz Richard Unterberger,,landscape,1652,2000,681159,wikiart,Romanticism,Figures in a Village in the Dolomites,train_and_test,TRUE,8556.jpg
Richard Diebenkorn,,landscape,1677,1970,528971,wikiart,Expressionism,View from the Porch,train_and_test,TRUE,16791.jpg
Albrecht Durer,,sketch and study,1576,2096,436518,wikiart,Northern Renaissance,"Studies on a great ""picture of the Virgin""   Madonna and Child, saints and angels playing",train_and_test,TRUE,50473.jpg
Edouard Manet,1873,genre painting,2024,1632,402918,wikiart,Impressionism,Railway,train_and_test,TRUE,97608.jpg
Jean-Honore Fragonard,1763,landscape,2024,1632,199216,wikiart,Rococo,The Small Park,train_only,TRUE,11616.jpg
Henri Matisse,,nude painting (nu),1625,2032,495718,wikiart,Post-Impressionism,Nude,train_and_test,TRUE,3639.jpg
Albrecht Durer,,portrait,1576,2095,537206,wikiart,Northern Renaissance,Portrait of a man (Sebastian Brant) ,train_and_test,TRUE,79527.jpg
Henri Matisse,1907,nude painting (nu),1561,2115,481877,wikiart,Expressionism,Female toilets,train_and_test,TRUE,81102.jpg
Mikhail Vrubel,1893,genre painting,1219,2708,1380457,wikiart,Symbolism,Venice,train_and_test,TRUE,15654.jpg
Gustave Courbet,1853,genre painting,1576,2094,302274,wikiart,Realism,The Wrestlers,train_and_test,TRUE,103168.jpg
Henryk Siemiradzki,,sketch and study,2400,1375,953059,wikiart,Academicism,Study for Curtain,train_and_test,TRUE,18477.jpg
Salvador Dali,1982,religious painting,2062,1600,2535680,wikiart,Surrealism,Figure Inspired by the Adam of the Ceiling of the Sistine Chapel,train_and_test,TRUE,98566.jpg
Salvador Dali,1983,figurative,2062,1600,2259270,wikiart,Surrealism,The Swallow's Tail,train_and_test,TRUE,9763.jpg
Paul Cezanne,1883,landscape,2024,1630,409879,wikiart,Post-Impressionism,View of L'Estaque,train_and_test,TRUE,71731.jpg
Sir Lawrence Alma-Tadema,1868,genre painting,3051,1081,561766,wikiart,Romanticism,Pompeian Scene or The Siesta,train_and_test,TRUE,29269.jpg
Egon Schiele,1912,self-portrait,2024,1629,309673,wikiart,Expressionism,Self-Portrait with Chinese lantern fruits,train_and_test,TRUE,41418.jpg
Paul Cezanne,1877,still life,2024,1629,259167,wikiart,Impressionism,The Buffet,train_and_test,TRUE,39140.jpg
